aid,amount,title,year,startdate,enddate,dir,div
1600911,47560,"Workshop on the Feasibility of a National Brain Observatory, 16 Oct 2015",2015,0,0,MPS,PHYS
1600919,300000,Research Initiation Award: Leveraging Protein Structure Determination: An Efficient Algorithmic Approach,2016,0,0,EHR,HRD
1600920,18867,DISSERTATION RESEARCH: Mutant models reveal latent developmental potential with roles in evolutionary change,2016,0,0,BS,EB
1600927,2551618,360 Manufacturing and Applied Engineering ATE Regional Center,2016,0,0,EHR,UE
1600931,45288,EAGER: Collaborative Research: Development of an isotope-enabled reactive transport tool to simulate carbon transformations in karst environments,2016,0,0,GEO,ES
1600932,20085,DISSERTATION RESEARCH: Effects of Reduced Population Size on the Genomics of Adaptation during Drosophila Experimental Evolution,2016,0,0,BS,EB
1600934,1598881,Center for Renewable Energy Advanced Technological Education Support Center (CREATE-SC),2016,0,0,EHR,UE
1600937,286208,Digitization TCN: Collaborative Research: Lepidoptera of North America Network: Documenting Diversity in the Largest Clade of Herbivores,2016,0,0,BS,BI
1600942,160000,Linear and nonlinear problems in dispersive Partial Differential Equations,2016,0,0,MPS,MS
1600943,159000,Special Values of p-adic L-Functions,2016,0,0,MPS,MS
1600945,15995,DISSERTATION RESEARCH: Investigating Genomic Signatures of Range Shifts and Demographic Change in Migratory Hummingbirds,2016,0,0,BS,EB
1600947,8559,EAGER Collaborative Research: Exploring dust impacts on terrestrial ecosystem processes using an innovative and integrated approach,2015,0,0,GEO,ES
1600953,97329,Combinatorics of Macdonald Polynomials and Schubert Calculus,2016,0,0,MPS,MS
1600954,424590,TeaM SCoRE Biotechnology: Teachers in Montana Strengthening the Continuity of Rural Education in Biotechnology,2016,0,0,EHR,UE
1600956,195445,"CSEDI: Integrated seismic, geodynamic, and mineral physics studies of the deepest lower mantle",2016,0,0,GEO,ES
1600961,19198,"DISSERTATION RESEARCH: Soil resource variability as a driver of interactions within, and emergent properties of, tritrophic ecological networks",2016,0,0,BS,EB
1600965,20258,DISSERTATION RESEARCH: The evolution of major life-history transitions: a transcriptomic analysis of developmental shifts in echinoids,2016,0,0,BS,EB
1600969,282106,Research Initiation Award: Physical forces impacting the temporal variability of mesopelagic prey at the Cape Hatteras marine top-predator diversity hotspot,2016,0,0,EHR,HRD
1600971,20792,DISSERTATION RESEARCH: Phylogeny and evolutionary exploration of the C3-CAM phenotypic space in Calandrinia (Montiaceae),2016,0,0,BS,EB
1600976,13757,Collaborative Research: Digitization TCN: The Mid-Atlantic Megalopolis: Achieving a greater scientific understanding of our urban world,2016,0,0,BS,BI
1600980,16301,Dissertation Research: Within-host seasonal drivers of pathogen dynamics in a fruit bat reservoir,2016,0,0,BS,EB
1600981,218024,Collaborative Research: Digitization TCN: The Mid-Atlantic Megalopolis: Achieving a greater scientific understanding of our urban world,2016,0,0,BS,BI
1600982,128000,"RUI: Affine Flags, p-adic Representations, and Quantum Cohomology",2016,0,0,MPS,MS
1600987,299703,"Research Initiation Award: Development of Carbon-Carbon Bond Forming Strategies in the Synthesis of O-, N-Heterocycles",2016,0,0,EHR,HRD
1600988,299994,Research Initiation Award: Functional Characterization of Arabidopsis RmlC-like Cupins Superfamily Proteins,2016,0,0,EHR,HRD
1600990,99957,CS Gateways 2015: Sustaining NSF-Supported Computer Science Education Curricula,2016,0,0,CISE,CNS
1600992,1599872,EvaluATE,2016,0,0,EHR,UE
1600997,133251,Topics in Algebraic Geometry: Gromov-Witten Theory and Donaldson-Thomas Theory,2016,0,0,MPS,MS
1601000,59081,Collaborative Research: THE MCMURDO DRY VALLEYS: A landscape on the Threshold of Change,2015,0,0,GEO,PP
1601002,48623,Digitization TCN: Collaborative Research: Lepidoptera of North America Network: Documenting Diversity in the Largest Clade of Herbivores,2016,0,0,BS,BI
1601003,19323,DISSERTATION RESEARCH: Evolution of Gene Expression in Floral Diversification of Neotropical Gesneriaceae.,2016,0,0,BS,EB
1601004,133778,Regulation of sleep in the Mexican cavefish,2015,0,0,BS,IOS
1601014,3287436,"Broadening the Impact of STEM Education: The Community College Leadership Role II, 2017-2019",2016,0,0,EHR,UE
1601016,7439,Finger Lakes Probability Seminar,2016,0,0,MPS,MS
1601022,297773,Research Initiation Award - Cellulosic Ethanol Production from Major Feedstocks: Insights from Yeast Transcriptomics,2016,0,0,EHR,HRD
1601024,131062,"Symbolic Powers, Configurations of Linear Spaces, and Applications",2016,0,0,MPS,MS
1601026,64959,Unique Functionals and Quantum Groups,2016,0,0,MPS,MS
1601028,49000,L-functions and Arithmetic,2016,0,0,MPS,MS
1601031,270897,Research Initiation Award: A model plant group to study the evolution of diverse reproductive systems,2016,0,0,EHR,HRD
1601036,21543,DISSERTATION RESEARCH: The functional consequences of antagonism in fungal communities,2016,0,0,BS,EB
1601038,583698,Building an Academic Pathway for the Aerial Sensing Data Analyst,2016,0,0,EHR,UE
1601041,19575,"Dissertation Research: Molecular Systematics of Porroglossum orchids: Phylogenetics, Floral Snap-Trap Kinematics, and Fragrance",2016,0,0,BS,EB
1601043,638143,Northeast Iowa Advanced Manufacturing Technicians,2016,0,0,EHR,UE
1601044,297843,Research Initiation Award: Integrating Image and Text Information for Biomedical Literature-Based Cross and Multimodal Retrieval,2016,0,0,EHR,HRD
1601050,20028,Dissertation Research:  A Hybrid Zone Lens on Rapid Speciation During Refugial Isolation in the Field Vole (Microtus agrestis),2016,0,0,BS,EB
1601052,19499,"DISSERTATION RESEARCH: Consequences of resource heterogeneity for immune defense, connectivity, and rabies dynamics in vampire bats",2016,0,0,BS,EB
1601054,130000,Arithmetic Geometry,2016,0,0,MPS,MS
1601057,359967,Research Initiation Award: The ecology of microbial communities in relation to red deep sea crabs and their surrounding environment,2016,0,0,EHR,HRD
1601060,199987,Cyber Service! Interdisciplinary & Experiential Education for Cyber Forensics Technicians,2016,0,0,EHR,UE
1601061,20880,DISSERTATION RESEARCH:   Hypoxia-induced trade-offs on zooplankton vertical distribution and community structure in freshwaters,2016,0,0,BS,EB
1601062,15428,"DISSERTATION RESEARCH:   Lizards of the Family Teiidae: phylogeny, historical biogeography, and continental-scale species delimitation",2016,0,0,BS,EB
1601063,148665,Research in Group Theory,2016,0,0,MPS,MS
1601065,200434,"Holomorphic Symplectic Varieties, Mirror Symmetry, and Cluster Algebras",2016,0,0,MPS,MS
1601070,138000,"Irrational Vertex Algebras, Quantum Modular Forms, and Unrolled Quantum Groups",2016,0,0,MPS,MS
1601071,299986,Research Initiation Award: Toward Bionanoscience - Binding of Amino Acids with Graphene and N-doped Graphene,2016,0,0,EHR,HRD
1601072,20001,"Dissertation Research: Integrative species delimitation, cryptic coloration, and climatic niche breadth in songbirds",2016,0,0,BS,EB
1601075,199986,Rural Internship Program,2016,0,0,EHR,UE
1601076,18040,DISSERTATION RESEARCH: Identifying the genetic basis of adaptation to a freshwater environment using admixture in natural populations,2016,0,0,BS,EB
1601077,19053,Dissertation Research: Effect of phoretic dispersal on the structure of parasite populations,2016,0,0,BS,EB
1601078,20246,DISSERTATION RESEARCH: QTL Mapping Floral Trait Divergence and Reproductive Isolation between a Jaltomata (Solanaceae) Species Pair,2016,0,0,BS,EB
1601080,285000,Realistic Treatment of Plasma-Surface Interactions in Simulations of Low Temperature Plasmas: From a New Diagnostic to Optimization of Process Control,2016,0,0,MPS,PHYS
1601084,289569,SCH: EXP: Smart Adaptive Adherence-Enhancing Intervention Strategies for Breast Cancer Prevention,2017,0,0,CISE,IIS
1601087,246049,GOALI: Influence of Length-Scale on Diffusion During FAST (Field-Assisted Sintering Technology),2015,0,0,ENG,CMMI
1601088,17264,DISSERTATION RESEARCH: Do accelerated microbial - organic matter interactions feed back to promote shrub growth in arctic tundra?,2016,0,0,BS,EB
1601093,18359,Dissertation Research: Functional Genomics of Ornament Production in a Warbler,2016,0,0,BS,IOS
1601095,17928,Dissertation research:   Are functional traits adaptive? Dissecting the evolutionary dynamics of plant functional traits,2016,0,0,BS,EB
1601096,20020,DISSERTATION RESEARCH: Developing a toolbox for evolutionary inferences in polyploids: new methods of analysis applied to the plant genus Penstemon (Plantaginaceae),2016,0,0,BS,EB
1601100,20372,DISSERTATION RESEARCH: Selection and Signal Evolution: Diversification of Peacock Spiders (genus: Maratus),2016,0,0,BS,IOS
1601101,65494,Collaborative Research: Digitization TCN: The Mid-Atlantic Megalopolis: Achieving a greater scientific understanding of our urban world,2016,0,0,BS,BI
1601105,13000,Texas-Oklahoma Representations and Automorphic Forms Conference Series,2016,0,0,MPS,MS
1601106,20085,DISSERTATION RESEARCH: A trait-based approach to characterize microbial community composition,2016,0,0,BS,EB
1601115,387960,"CAREER: Unlocking the neural code with spikes, currents and conductances",2015,0,0,CISE,IIS
1601119,899977,NSF-ATE: Partnership for Advanced Marine and Environmental Science Training for Pacific Islanders,2016,0,0,EHR,UE
1601121,884573,NM Green: Advancing Sustainable Construction Technology Education,2016,0,0,EHR,UE
1601124,179204,Digitization TCN: Collaborative Research: Lepidoptera of North America Network: Documenting Diversity in the Largest Clade of Herbivores,2016,0,0,BS,BI
1601126,299999,"Research Initiation Award: Establishment of an Integrated Analysis, Control Design and Implementation Framework for Hybrid Dynamical Systems with Constraints",2016,0,0,EHR,HRD
1601127,299628,Research Intiation Award: Long Time Behavior for Systems of Coupled Partial Differential Equations,2016,0,0,EHR,HRD
1601128,479999,Experimental Study of Heavy Flavor and CP Violation with the LHCb Experiment at the CERN LHC Collider,2016,0,0,MPS,PHYS
1601130,19965,DISSERTATION RESEARCH: The evolutionary recruitment of effector genes into a novel sensory system,2016,0,0,BS,EB
1601135,19551,"Dissertation Research: Assembly, maintenance, and function of the plant-endophyte symbiosis",2016,0,0,BS,EB
1601140,199893,Next Level Networking Project,2016,0,0,EHR,UE
1601144,109296,Arithmetic and Geometry Around Relative Trace Formulae,2016,0,0,MPS,MS
1601148,20207,DISSERTATION RESEARCH: Revealing the genomic targets of opposing natural selection that differ between females and males,2016,0,0,BS,EB
1601150,4838016,National CyberWatch Center,2016,0,0,EHR,UE
1601155,21264,DISSERTATION RESEARCH: Biological Uptake of Dissolved Organic Matter in Streams and Self-Priming Effect,2016,0,0,BS,EB
1601156,299934,Research Initiation Award - Experimental and Multiscale Simulation Study of Nanoscale Thermal Transport and Evaporation/Boiling Heat Transfer using Self-assembled Nanoemulsions,2016,0,0,EHR,HRD
1601159,760812,Commercial Energy Management Technology (CEM-Tech),2016,0,0,EHR,UE
1601160,256624,The Stacks Project in Algebraic Geometry,2016,0,0,MPS,MS
1601164,208729,Digitization TCN: Collaborative Research: Lepidoptera of North America Network: Documenting Diversity in the Largest Clade of Herbivores,2016,0,0,BS,BI
1601166,432117,Creating Learning Opportunities for Undergraduates in Developing Technologies (CLOUDTech),2016,0,0,EHR,UE
1601168,438964,Central Virginia Advanced Manufacturing Initiative,2016,0,0,EHR,UE
1601172,883093,CollaborATE,2016,0,0,EHR,UE
1601174,288902,Research Initiation Award: Investigation of Coherent Elastic Neutrino-Nucleus Scattering,2016,0,0,EHR,HRD
1601183,899072,A Regional Partnership to Improve Access to and Academic Quality of Technician Education for the Incumbent Worker,2016,0,0,EHR,UE
1601184,76376,Research in Ring Theory and Noncommutative Algebraic Geometry,2016,0,0,MPS,MS
1601186,19157,DISSERTATION RESEARCH: Mechanisms of reproductive isolation along the speciation continuum: from micro- to macro-evolutionary scales,2016,0,0,BS,EB
1601191,16349,DISSERTATION RESEARCH: Effects of experimental shifts in soil moisture and flowering phenology on plant-pollinator interactions,2016,0,0,BS,EB
1601205,30400,"Macaulay2 Development Workshop, 2016",2016,0,0,MPS,MS
1601208,19500,DISSERTATION RESEARCH: Phylogenomics and Biogeography of Early-diverging Laniatores (Opiliones) using Ultraconserved Elements,2016,0,0,BS,EB
1601210,19630,DISSERTATION RESEARCH: Mechanisms of microbe-mediated plant species coexistence across spatial and temporal scales,2016,0,0,BS,EB
1601211,83000,"Moduli Problems in Algebraic Geometry, their Structures, and their Applications",2016,0,0,MPS,MS
1601216,194076,Composites Recycling Technician Education Program,2016,0,0,EHR,UE
1601219,18706,DISSERTATION RESEARCH: The effects of climate-driven phenological shifts on plant-pollinator interactions and reproductive success,2016,0,0,BS,EB
1601220,899707,CT Pathways to Innovation in Advanced Manufacturing Technologies and Entrepreneurship,2016,0,0,EHR,UE
1601221,763417,"Alamo Institute for Materials (micro, bio, nano) - Technology (AIM-TEC)",2016,0,0,EHR,UE
1601222,198865,The Virtual Industrial Process Simulator Laboratory Project,2016,0,0,EHR,UE
1601224,19065,DISSERTATION RESEARCH: The nexus of observation and modeling of methane emissions from inland water bodies,2016,0,0,BS,EB
1601229,62800,"Invariant Theory, Tensors, and Applications",2016,0,0,MPS,MS
1601237,10000,"2016 Plant Volatiles GRC/GRS: Diversity of Targets, Effects and Applications of Plant Volatiles (Jan 31 to Feb 5, 2016, Ventura, CA)",2016,0,0,BS,IOS
1601239,14695,Southeastern Number Theory Meetings,2016,0,0,MPS,MS
1601242,19825,DISSERTATION RESEARCH: Transposable element dynamics across reproductive modes and ploidy levels in natural populations,2016,0,0,BS,EB
1601245,30000,2016 Gordon Research Conference in Industrial Ecology: Opportunities for the Critical Decade - Decoupling Well-Being from Environmental Pressures and Impacts,2016,0,0,ENG,CBETS
1601248,20150,DISSERTATION RESEARCH: Do interactions between ultraviolet radiation and dissolved organic carbon modulate disease in aquatic systems?,2016,0,0,BS,EB
1601251,19089,DISSERTATION RESEARCH: Evolution of polyploidy and storage roots in sweet potato and its wild relatives,2016,0,0,BS,EB
1601259,20150,DISSERTATION RESEARCH: Evolutionary Consequences of Pathogen Strain Competition in an Emerging Fungal Disease,2016,0,0,BS,EB
1601260,20150,DISSERTATION RESEARCH: Can the degree of mimicry predict levels of genetic structure among populations? A test using mimetic ground beetles,2016,0,0,BS,EB
1601261,200000,"Training Tomorrow's Technicians in Lightweight Materials: Properties, Optimization, and Manufacturing Processes",2016,0,0,EHR,UE
1601269,18891,"DISSERTATION RESEARCH: Abundance, trophic transfer, and cross-ecosystem movement of multiple cyanotoxins in arctic lakes",2016,0,0,BS,IOS
1601270,35000,Frontiers in Mathematical Physics,2016,0,0,MPS,MS
1601271,12590,Dissertation Research: Linking climate dynamics and historical demographic in South American forest lizards,2016,0,0,BS,EB
1601273,18840,DISSERTATION RESEARCH: Carnivorous plant syndromes: The role of volatile emissions in the diversification of the pitcher plant genus Sarracenia,2016,0,0,BS,EB
1601275,45681,Digitization TCN: Collaborative Research: Lepidoptera of North America Network: Documenting Diversity in the Largest Clade of Herbivores,2016,0,0,BS,BI
1601279,20403,DISSERTATION RESEARCH:  Scaling Plant Physiology to Ecosystem Ecology: Assessing the Role of the Plant Community in Preventing Nitrogen Losses Following Fire,2016,0,0,BS,EB
