aid,instName,address
1601296,University of Virginia Main Campus,"P.O.  BOX 400195, CHARLOTTESVILLE, United States"
1601299,American Museum Natural History,"Central Park West at 79th St, New York, United States"
1601303,University of Pittsburgh,"University Club, Pittsburgh, United States"
1601306,Emory University,"1599 Clifton Rd NE, 4th Floor, Atlanta, United States"
1601315,American Museum Natural History,"Central Park West at 79th St, New York, United States"
1601323,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1601329,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1601333,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1601335,University of Kansas Center for Research Inc,"2385 IRVING HILL RD, LAWRENCE, United States"
1601340,University of Southern California,"University Park, Los Angeles, United States"
1601349,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1601350,University of Minnesota Morris,"600 E. 4th Street, Morris, United States"
1601353,William Marsh Rice University,"6100 MAIN ST, Houston, United States"
1601355,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1601356,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1601359,U of Kentucky Madisonville Community College,"University Drive, Madisonville, United States"
1601362,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1601369,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1601370,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1601372,George Washington University,"2121 Eye Street NW, Washington, United States"
1601375,Lane Community College,"4000 East 30th Avenue, Eugene, United States"
1601377,Brown University,"BOX 1929, Providence, United States"
1601385,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1601386,Indiana University,"509 E 3RD ST, Bloomington, United States"
1601389,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1601393,Delaware State University,"1200 N. Dupont Highway, Dover, United States"
1601396,University of Georgia Research Foundation Inc,"310 East Campus Rd, ATHENS, United States"
1601397,Snow College,"150 East College Avenue, Ephraim, United States"
1601398,Tufts University,"20 Professors Row, Medford, United States"
1601400,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1601401,CUNY Borough of Manhattan Community College,"199 Chambers Street, New York, United States"
1601402,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1601403,Valencia Community College,"P O BOX 3028, Orlando, United States"
1601404,Washington State University,"280 Lighty, PULLMAN, United States"
1601406,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1601407,American Institute of Mathematics,"600 E Brokaw Road, San Jose, United States"
1601408,University of Montana,"32 CAMPUS DRIVE MAIN HALL, Missoula, United States"
1601418,Syracuse University,"OFFICE OF SPONSORED PROGRAMS, SYRACUSE, United States"
1601423,University of Alaska Anchorage Campus,"3211 PROVIDENCE DRIVE, ANCHORAGE, United States"
1601425,University of Kentucky Research Foundation,"109 Kinkead Hall, Lexington, United States"
1601429,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1601430,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1601433,College of William & Mary Virginia Institute of Marine Science,"P.O. Box 1346, Gloucester Point, United States"
1601438,University of Pennsylvania,"Research Services, Philadelphia, United States"
1601440,Florida Keys Community College,"5901 College Rd, Key West, United States"
1601442,Galveston College,"4015 Avenue Q, galveston, United States"
1601443,University of California-Davis,"OR/Sponsored Programs, Davis, United States"
1601448,University of Tennessee Knoxville,"1 CIRCLE PARK, KNOXVILLE, United States"
1601450,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1601452,Riverside Community College District/Norco Campus,"2001 Third Street, Norco, United States"
1601454,Oakland Community College,"2480 Opdyke Road, Bloomfield Hills, United States"
1601455,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1601456,"Pellet Productions, Inc.","2 Haven Street, Reading, United States"
1601461,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1601470,University of Kentucky Research Foundation,"109 Kinkead Hall, Lexington, United States"
1601473,Parkland College,"2400 W. Bradley Ave., Champaign, United States"
1601475,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1601477,SUNY at Stony Brook,"WEST 5510 FRK MEL LIB, Stony Brook, United States"
1601479,University of Tennessee Knoxville,"1 CIRCLE PARK, KNOXVILLE, United States"
1601485,Clemson University,"230 Kappa Street, CLEMSON, United States"
1601487,Rowan College of Burlington County,"601 Pemberton-Browns Mills Rd, Pemberton, United States"
1601493,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1601502,University of Vermont & State Agricultural College,"85 SO. PROSPECT ST., BURLINGTON, United States"
1601503,Academy of Natural Sciences Philadelphia,"1900 Benjamin Franklin Parkway, Philadelphia, United States"
1601504,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1601508,Syracuse University,"OFFICE OF SPONSORED PROGRAMS, SYRACUSE, United States"
1601509,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1601512,Clark State Community College,"570 East Leffel Lane, Springfield, United States"
1601515,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1601516,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1601520,Emory University,"1599 Clifton Rd NE, 4th Floor, Atlanta, United States"
1601521,Salt Lake Community College,"P.O. Box 30808, Salt Lake City, United States"
1601522,CUNY New York City College of Technology,"300 Jay Street, Brooklyn, United States"
1601523,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1601524,Florida International University,"11200 SW 8TH ST, Miami, United States"
1601526,Dartmouth College,"OFFICE OF SPONSORED PROJECTS, HANOVER, United States"
1601531,University of Denver,"2199 S. University Blvd., Denver, United States"
1601533,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1601538,Princeton University,"Off. of Research & Proj. Admin., Princeton, United States"
1601544,Central Community College,"3134 W Highway 34, Grand Island, United States"
1601545,Washington State University,"280 Lighty, PULLMAN, United States"
1601548,National Alliance for Partnerships in Equity Education Foundatio,"91 Newport Pike, Gap, United States"
1601552,University of Arkansas,"210 Administration Building, FAYETTEVILLE, United States"
1601562,American Museum Natural History,"Central Park West at 79th St, New York, United States"
1601564,Cape Fear Community College,"411 North Front Street, Wilmington, United States"
1601565,Yale University,"Office of Sponsored Projects, New Haven, United States"
1601576,Tulane University,"6823 ST CHARLES AVENUE, NEW ORLEANS, United States"
1601579,Duke University,"2200 W. Main St, Suite 710, Durham, United States"
1601580,SUNY at Binghamton,"4400 VESTAL PKWY E, BINGHAMTON, United States"
1601583,Trustees of Boston University,"881 COMMONWEALTH AVE, BOSTON, United States"
1601586,University of Kentucky Research Foundation,"109 Kinkead Hall, Lexington, United States"
1601587,Tennessee Technological University,"Dixie Avenue, Cookeville, United States"
1601588,Ohio State University,"Office of Sponsored Programs, Columbus, United States"
1601595,Riverside Community College District/Moreno Valley Campus,"16130 Lasselle Street, Moreno Valley, United States"
1601603,Central Piedmont Community College,"P O BOX 35009, Charlotte, United States"
1601605,Northeastern University,"360 HUNTINGTON AVE, BOSTON, United States"
1601612,Brookdale Community College,"765 Newman Springs Road, Lincroft, United States"
1601614,Old Dominion University Research Foundation,"4111 Monarch Way, Norfolk, United States"
1601619,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1601623,Colorado State University,"601 S Howes St, Fort Collins, United States"
1601628,Clarkson University,"8 Clarkson Avenue, Potsdam, United States"
1601631,George Washington University,"2121 Eye Street NW, Washington, United States"
1601636,CUNY Bronx Community College,"2155 University Ave., Bronx, United States"
1601641,Washington University,"CAMPUS BOX 1054, Saint Louis, United States"
1601644,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1601645,Ohio State University,"Office of Sponsored Programs, Columbus, United States"
1601657,Rochester Institute of Tech,"1 LOMB MEMORIAL DR, ROCHESTER, United States"
1601659,Arizona State University,"ORSPA, TEMPE, United States"
1601675,Texas A&M AgriLife Research,"2147 TAMU, College Station, United States"
1601680,New York University,"70 WASHINGTON SQUARE S, NEW YORK, United States"
1601685,Duke University,"2200 W. Main St, Suite 710, Durham, United States"
1601687,Texas A&M AgriLife Research,"2147 TAMU, College Station, United States"
1601692,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1601697,University of Pennsylvania,"Research Services, Philadelphia, United States"
1601699,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1601700,Chicago Academy of Sciences,"2430 N. Cannon Drive, Chicago, United States"
1601707,Purdue University,"Young Hall, West Lafayette, United States"
1601710,Wichita Area Technical College,"4004 North Webb Road, Wichita, United States"
1601729,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1601734,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1601735,University of Massachusetts Amherst,"Research Administration Building, Hadley, United States"
1601738,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1601742,Hartnell College,"411 Central Avenue, Salinas, United States"
1601743,Montana State University,"309 MONTANA HALL, BOZEMAN, United States"
1601762,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1601771,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1601775,Grossmont Cuyamaca Community College District,"900 Rancho San Diego Parkway, San Diego, United States"
1601780,Colorado State University,"601 S Howes St, Fort Collins, United States"
1601781,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1601784,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1601785,Del Mar College,"101 Baldwin, Corpus Christi, United States"
1601787,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1601788,Portland State University,"1600 SW 4th Ave, Portland, United States"
1601790,San Jose State University Foundation,"210 North Fourth Street, San Jose, United States"
1601794,University of Oregon Eugene,"5219 UNIVERSITY OF OREGON, Eugene, United States"
1601802,Utah State University,"Sponsored Programs Office, Logan, United States"
1601804,University of Wyoming,"1000 E. University Avenue, Laramie, United States"
1601806,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1601809,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1601811,California State University-Long Beach Foundation,"6300 State Univ. Dr., Long Beach, United States"
1601813,Pasadena City College,"1570 E Colorado Blvd, Pasadena, United States"
